img_path,mask_path,img_w,img_h,n_boxes
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01469.jpg,D:\Claude\datasets\ppe_masks\01469_mask.png,267,189,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01470.jpg,D:\Claude\datasets\ppe_masks\01470_mask.png,257,196,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01471.jpg,D:\Claude\datasets\ppe_masks\01471_mask.png,275,183,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01472.jpg,D:\Claude\datasets\ppe_masks\01472_mask.png,266,189,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01473.jpg,D:\Claude\datasets\ppe_masks\01473_mask.png,266,189,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01474.jpg,D:\Claude\datasets\ppe_masks\01474_mask.png,298,169,14
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01475.jpg,D:\Claude\datasets\ppe_masks\01475_mask.png,207,243,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01476.jpg,D:\Claude\datasets\ppe_masks\01476_mask.png,252,200,11
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01477.jpg,D:\Claude\datasets\ppe_masks\01477_mask.png,246,205,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01478.jpg,D:\Claude\datasets\ppe_masks\01478_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01479.jpg,D:\Claude\datasets\ppe_masks\01479_mask.png,217,232,19
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01480.jpg,D:\Claude\datasets\ppe_masks\01480_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01481.jpg,D:\Claude\datasets\ppe_masks\01481_mask.png,177,285,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01482.jpg,D:\Claude\datasets\ppe_masks\01482_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01483.jpg,D:\Claude\datasets\ppe_masks\01483_mask.png,182,277,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01484.jpg,D:\Claude\datasets\ppe_masks\01484_mask.png,262,192,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01485.jpg,D:\Claude\datasets\ppe_masks\01485_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01486.jpg,D:\Claude\datasets\ppe_masks\01486_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01487.jpg,D:\Claude\datasets\ppe_masks\01487_mask.png,300,168,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01488.jpg,D:\Claude\datasets\ppe_masks\01488_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01489.jpg,D:\Claude\datasets\ppe_masks\01489_mask.png,262,193,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01490.jpg,D:\Claude\datasets\ppe_masks\01490_mask.png,266,190,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01491.jpg,D:\Claude\datasets\ppe_masks\01491_mask.png,291,173,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01492.jpg,D:\Claude\datasets\ppe_masks\01492_mask.png,275,183,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01493.jpg,D:\Claude\datasets\ppe_masks\01493_mask.png,266,190,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01494.jpg,D:\Claude\datasets\ppe_masks\01494_mask.png,325,155,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01495.jpg,D:\Claude\datasets\ppe_masks\01495_mask.png,322,156,8
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01496.jpg,D:\Claude\datasets\ppe_masks\01496_mask.png,330,153,23
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01497.jpg,D:\Claude\datasets\ppe_masks\01497_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01498.jpg,D:\Claude\datasets\ppe_masks\01498_mask.png,257,196,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01499.jpg,D:\Claude\datasets\ppe_masks\01499_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01500.jpg,D:\Claude\datasets\ppe_masks\01500_mask.png,275,183,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01501.jpg,D:\Claude\datasets\ppe_masks\01501_mask.png,300,168,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01502.jpg,D:\Claude\datasets\ppe_masks\01502_mask.png,180,280,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01503.jpg,D:\Claude\datasets\ppe_masks\01503_mask.png,248,203,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01504.jpg,D:\Claude\datasets\ppe_masks\01504_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01505.jpg,D:\Claude\datasets\ppe_masks\01505_mask.png,263,192,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01506.jpg,D:\Claude\datasets\ppe_masks\01506_mask.png,259,194,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01507.jpg,D:\Claude\datasets\ppe_masks\01507_mask.png,275,183,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01508.jpg,D:\Claude\datasets\ppe_masks\01508_mask.png,301,167,16
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01509.jpg,D:\Claude\datasets\ppe_masks\01509_mask.png,253,199,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01510.jpg,D:\Claude\datasets\ppe_masks\01510_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01511.jpg,D:\Claude\datasets\ppe_masks\01511_mask.png,354,142,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01512.jpg,D:\Claude\datasets\ppe_masks\01512_mask.png,266,189,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01513.jpg,D:\Claude\datasets\ppe_masks\01513_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01514.jpg,D:\Claude\datasets\ppe_masks\01514_mask.png,284,177,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01515.jpg,D:\Claude\datasets\ppe_masks\01515_mask.png,388,130,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01516.jpg,D:\Claude\datasets\ppe_masks\01516_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01517.jpg,D:\Claude\datasets\ppe_masks\01517_mask.png,243,207,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01518.jpg,D:\Claude\datasets\ppe_masks\01518_mask.png,183,275,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01519.jpg,D:\Claude\datasets\ppe_masks\01519_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01520.jpg,D:\Claude\datasets\ppe_masks\01520_mask.png,262,192,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01521.jpg,D:\Claude\datasets\ppe_masks\01521_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01522.jpg,D:\Claude\datasets\ppe_masks\01522_mask.png,275,183,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01523.jpg,D:\Claude\datasets\ppe_masks\01523_mask.png,275,183,8
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01524.jpg,D:\Claude\datasets\ppe_masks\01524_mask.png,274,184,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01525.jpg,D:\Claude\datasets\ppe_masks\01525_mask.png,275,183,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01526.jpg,D:\Claude\datasets\ppe_masks\01526_mask.png,263,192,7
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01527.jpg,D:\Claude\datasets\ppe_masks\01527_mask.png,310,163,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01528.jpg,D:\Claude\datasets\ppe_masks\01528_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01529.jpg,D:\Claude\datasets\ppe_masks\01529_mask.png,300,168,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01530.jpg,D:\Claude\datasets\ppe_masks\01530_mask.png,262,192,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01531.jpg,D:\Claude\datasets\ppe_masks\01531_mask.png,438,115,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01532.jpg,D:\Claude\datasets\ppe_masks\01532_mask.png,343,147,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01533.jpg,D:\Claude\datasets\ppe_masks\01533_mask.png,291,173,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01534.jpg,D:\Claude\datasets\ppe_masks\01534_mask.png,276,183,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01535.jpg,D:\Claude\datasets\ppe_masks\01535_mask.png,284,177,11
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01536.jpg,D:\Claude\datasets\ppe_masks\01536_mask.png,263,192,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01537.jpg,D:\Claude\datasets\ppe_masks\01537_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01538.jpg,D:\Claude\datasets\ppe_masks\01538_mask.png,266,190,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01539.jpg,D:\Claude\datasets\ppe_masks\01539_mask.png,263,192,7
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01540.jpg,D:\Claude\datasets\ppe_masks\01540_mask.png,260,194,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01541.jpg,D:\Claude\datasets\ppe_masks\01541_mask.png,371,136,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01542.jpg,D:\Claude\datasets\ppe_masks\01542_mask.png,278,181,15
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01543.jpg,D:\Claude\datasets\ppe_masks\01543_mask.png,279,180,7
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01544.jpg,D:\Claude\datasets\ppe_masks\01544_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01545.jpg,D:\Claude\datasets\ppe_masks\01545_mask.png,254,198,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01546.jpg,D:\Claude\datasets\ppe_masks\01546_mask.png,426,118,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01547.jpg,D:\Claude\datasets\ppe_masks\01547_mask.png,310,163,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01548.jpg,D:\Claude\datasets\ppe_masks\01548_mask.png,245,205,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01549.jpg,D:\Claude\datasets\ppe_masks\01549_mask.png,299,168,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01550.jpg,D:\Claude\datasets\ppe_masks\01550_mask.png,300,168,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01551.jpg,D:\Claude\datasets\ppe_masks\01551_mask.png,290,174,8
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01552.jpg,D:\Claude\datasets\ppe_masks\01552_mask.png,275,184,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01553.jpg,D:\Claude\datasets\ppe_masks\01553_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01554.jpg,D:\Claude\datasets\ppe_masks\01554_mask.png,183,275,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01555.jpg,D:\Claude\datasets\ppe_masks\01555_mask.png,235,214,8
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01556.jpg,D:\Claude\datasets\ppe_masks\01556_mask.png,276,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01557.jpg,D:\Claude\datasets\ppe_masks\01557_mask.png,275,183,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01558.jpg,D:\Claude\datasets\ppe_masks\01558_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01559.jpg,D:\Claude\datasets\ppe_masks\01559_mask.png,225,225,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01560.jpg,D:\Claude\datasets\ppe_masks\01560_mask.png,260,194,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01561.jpg,D:\Claude\datasets\ppe_masks\01561_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01562.jpg,D:\Claude\datasets\ppe_masks\01562_mask.png,344,146,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01563.jpg,D:\Claude\datasets\ppe_masks\01563_mask.png,310,162,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01564.jpg,D:\Claude\datasets\ppe_masks\01564_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01565.jpg,D:\Claude\datasets\ppe_masks\01565_mask.png,183,275,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01566.jpg,D:\Claude\datasets\ppe_masks\01566_mask.png,156,235,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01567.jpg,D:\Claude\datasets\ppe_masks\01567_mask.png,291,173,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01568.jpg,D:\Claude\datasets\ppe_masks\01568_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01569.jpg,D:\Claude\datasets\ppe_masks\01569_mask.png,231,218,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01570.jpg,D:\Claude\datasets\ppe_masks\01570_mask.png,275,183,11
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01571.jpg,D:\Claude\datasets\ppe_masks\01571_mask.png,183,276,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01572.jpg,D:\Claude\datasets\ppe_masks\01572_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01573.jpg,D:\Claude\datasets\ppe_masks\01573_mask.png,259,194,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01574.jpg,D:\Claude\datasets\ppe_masks\01574_mask.png,275,183,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01575.jpg,D:\Claude\datasets\ppe_masks\01575_mask.png,189,267,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01576.jpg,D:\Claude\datasets\ppe_masks\01576_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01577.jpg,D:\Claude\datasets\ppe_masks\01577_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01578.jpg,D:\Claude\datasets\ppe_masks\01578_mask.png,199,144,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01579.jpg,D:\Claude\datasets\ppe_masks\01579_mask.png,259,194,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01580.jpg,D:\Claude\datasets\ppe_masks\01580_mask.png,275,183,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01581.jpg,D:\Claude\datasets\ppe_masks\01581_mask.png,220,229,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01582.jpg,D:\Claude\datasets\ppe_masks\01582_mask.png,275,183,12
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01583.jpg,D:\Claude\datasets\ppe_masks\01583_mask.png,270,186,10
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01584.jpg,D:\Claude\datasets\ppe_masks\01584_mask.png,310,162,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01585.jpg,D:\Claude\datasets\ppe_masks\01585_mask.png,300,168,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01586.jpg,D:\Claude\datasets\ppe_masks\01586_mask.png,183,275,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01587.jpg,D:\Claude\datasets\ppe_masks\01587_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01588.jpg,D:\Claude\datasets\ppe_masks\01588_mask.png,355,142,5
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01589.jpg,D:\Claude\datasets\ppe_masks\01589_mask.png,262,192,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01590.jpg,D:\Claude\datasets\ppe_masks\01590_mask.png,284,177,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01591.jpg,D:\Claude\datasets\ppe_masks\01591_mask.png,278,181,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01592.jpg,D:\Claude\datasets\ppe_masks\01592_mask.png,89,218,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01593.jpg,D:\Claude\datasets\ppe_masks\01593_mask.png,225,225,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01594.jpg,D:\Claude\datasets\ppe_masks\01594_mask.png,275,183,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01595.jpg,D:\Claude\datasets\ppe_masks\01595_mask.png,184,274,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01596.jpg,D:\Claude\datasets\ppe_masks\01596_mask.png,275,183,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01597.jpg,D:\Claude\datasets\ppe_masks\01597_mask.png,275,183,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01598.jpg,D:\Claude\datasets\ppe_masks\01598_mask.png,347,145,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01599.jpg,D:\Claude\datasets\ppe_masks\01599_mask.png,272,185,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01600.jpg,D:\Claude\datasets\ppe_masks\01600_mask.png,275,183,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\01601.jpg,D:\Claude\datasets\ppe_masks\01601_mask.png,275,183,2
